31/12/19,Ultimo,Abertura,Maxima,Minima
23/02/15,1018.13,1001.25,1031.88,1001.13
20/02/15,1000.13,1004.13,1008.63,994.63
19/02/15,999.88,1006.63,1009.63,998.88
18/02/15,1006.88,995.38,1016.63,993.75
17/02/15,996.5,1006.75,1012.13,990.88
13/02/15,1008.13,992.38,1008.88,992.38
12/02/15,990.13,983,997.63,983
11/02/15,983.13,977.25,984.88,973.63
10/02/15,977.88,970.38,980.88,966.13
09/02/15,969.13,978.25,985.88,967.13
06/02/15,979.13,974.13,983.13,972.13
05/02/15,974,981.88,987.13,971.38
04/02/15,981.25,970.63,982.63,969.38
03/02/15,972.38,985.5,990.13,967.63
02/02/15,985.38,959.88,998.88,959.63
30/01/15,959.63,961.38,970.25,959.13
29/01/15,961.63,968.38,972.63,955.13
28/01/15,968.13,969.13,977.63,967.13
27/01/15,970,973.75,977.63,966.5
26/01/15,974.88,982.25,985.38,972.38
23/01/15,983.88,972.38,984.13,967.13
22/01/15,972.38,977.25,980.38,967.38
21/01/15,977.63,985.13,992.38,975.25
20/01/15,983.38,983.5,990.88,977.63
16/01/15,982.38,983.13,986.5,972.38
15/01/15,990.63,991.25,995.88,983.25
14/01/15,991.88,1014.25,1019.63,985.38
13/01/15,1011,1004.5,1011.13,994.13
12/01/15,1004.88,1016.63,1025.13,1002.13
09/01/15,1016.38,1049.63,1059.75,1015.63
08/01/15,1052,1047.63,1054.38,1044.13
07/01/15,1047.88,1054.75,1061.63,1047.13
06/01/15,1055.88,1054.25,1060.88,1048.38
05/01/15,1056.25,1043.38,1056.88,1039.13
02/01/15,1045.38,1006.38,1047.38,1006.38
31/12/14,1007.13,1019.63,1019.88,1007.13
30/12/14,1022.88,1041.75,1047.63,1022.63
29/12/14,1042.63,1048.63,1055.88,1042.38
28/12/14,1049.63,1053.63,1067.75,1046.13
26/12/14,1053.5,1053.5,1053.5,1053.5
24/12/14,1047.13,1031.75,1047.88,1030.75
23/12/14,1028.63,1036.38,1041.38,1025.63
22/12/14,1037.13,1036.88,1048.13,1033.38
21/12/14,1036.75,1029.38,1042.13,1025.38
19/12/14,1030.38,1030.38,1030.38,1030.38
18/12/14,1030.38,1034.38,1035.88,1022.63
17/12/14,1036.13,1026.88,1039.88,1024.13
16/12/14,1026.25,1023.5,1033.88,1015.38
15/12/14,1023.25,1034.88,1038.88,1021.63
14/12/14,1037.25,1050.25,1054.88,1035.63
12/12/14,1047.5,1047.5,1047.5,1047.5
11/12/14,1047.5,1039.75,1053.88,1032.13
10/12/14,1041.38,1032.88,1048.13,1026.13
09/12/14,1031.88,1048.38,1060.13,1027.88
08/12/14,1048.63,1042.38,1049.88,1038.63
07/12/14,1044.13,1034.88,1050.38,1030.63
05/12/14,1038.63,1038.63,1038.63,1038.63
04/12/14,1038.63,1009.75,1040.63,1003.63
03/12/14,1010.63,998.75,1016.38,991.88
02/12/14,999,995.13,999.38,983.88
01/12/14,995.63,1018.88,1021.88,995.13
30/11/14,1018.13,1010.63,1022.25,1006.63
28/11/14,1014.13,1014.13,1014.13,1014.13
27/11/14,1014.13,1042.63,1050.88,1013.13
26/11/14,1047.88,1047.88,1047.88,1047.88
25/11/14,1047.88,1049.38,1054.63,1038.88
24/11/14,1050.88,1033.88,1053.88,1033.13
21/11/14,1035,1036.13,1038.63,1026.88
20/11/14,1039.63,1020.88,1039.88,1013.75
19/11/14,1021.75,1006.25,1021.88,1005.13
18/11/14,1005.75,1023.88,1024.5,1003.88
17/11/14,1024,1036.25,1041.88,1021.13
14/11/14,1035.13,1022.13,1038.38,1014.88
13/11/14,1021.88,1052.25,1053.13,1020.63
12/11/14,1055.13,1048.25,1069.63,1044.88
11/11/14,1048.75,1063.5,1086.13,1044.63
10/11/14,1064.25,1021.38,1072.38,1020.38
07/11/14,1024.13,1035.13,1053.75,1022.13
06/11/14,1038.88,1027,1038.88,1019.63
05/11/14,1027.88,1018.63,1040.38,1011.63
04/11/14,1020.13,1009.88,1021,995.63
03/11/14,1010.13,1028,1029.88,1004.88
31/10/14,1029.25,1045.63,1047.63,1026.63
30/10/14,1043.13,1028.5,1053.88,1016.63
29/10/14,1029.88,1048.88,1059.13,1029.13
28/10/14,1050.25,1012.63,1050.88,1011.75
27/10/14,1014.63,1011.38,1040.75,1006.63
24/10/14,1011.38,978.63,1014.63,973.38
23/10/14,978.38,991.75,1001.88,976.88
22/10/14,993.38,960.5,993.88,956.13
21/10/14,961.63,961.5,982.38,960.38
20/10/14,965.13,943.63,966.63,942.88
17/10/14,945.38,949.5,950.38,936.13
16/10/14,951.38,966.13,972.63,951.38
15/10/14,967.38,949.88,967.38,949.63
14/10/14,951.5,962.88,978.25,951.13
13/10/14,965,943.63,970.38,943.38
10/10/14,944.75,920,950.63,915.88
09/10/14,923.13,939.63,950.63,921.63
08/10/14,941.88,934.13,944.88,932.63
07/10/14,934.63,938.38,949.63,926.88
06/10/14,941.25,940.38,954.88,933.38
03/10/14,941.63,913.13,942.63,912.38
02/10/14,911.63,924.25,927.63,910.63
01/10/14,925.38,915.5,925.38,912.63
30/09/14,917.38,911,919.63,904.38
29/09/14,912.38,922.25,929.88,910.13
26/09/14,922.38,907.75,924.13,905.63
25/09/14,910.63,922.13,924.63,909.88
24/09/14,923.38,935.88,941.38,922.63
23/09/14,936.63,934.75,941.88,934.63
22/09/14,936.88,936,944.38,931.13
19/09/14,938,953.25,954.5,934.38
18/09/14,957.63,971.13,971.88,956.25
17/09/14,971.38,982.38,986.38,970.88
16/09/14,982.88,980.38,987.88,977.88
15/09/14,981.75,988.63,999.63,976.88
12/09/14,987.88,975.75,994.38,975.38
11/09/14,984.75,979.88,990.13,979.25
10/09/14,982,992.88,994.63,970
09/09/14,993.88,993.88,998.88,990.13
08/09/14,992.88,1007.38,1008.63,992.13
05/09/14,1008.63,1020.38,1027.88,1006.38
04/09/14,1020.5,1003.25,1022.38,1003.25
03/09/14,1003.13,1019.38,1021.13,1001.38
02/09/14,1020.13,1027.63,1028.63,1012.63
29/08/14,1032.5,1020.5,1037.88,1020.5
28/08/14,1024.25,1029.13,1033.88,1021.13
27/08/14,1029.25,1023.38,1032.88,1021.88
26/08/14,1023.13,1026.38,1034.63,1022.13
25/08/14,1028.13,1027.25,1030.38,1019.88
22/08/14,1029,1040.75,1042,1026.13
21/08/14,1166.5,1137.5,1170.38,1137.5
20/08/14,1136.25,1119.63,1139.75,1119.63
19/08/14,1120.88,1118.38,1132.88,1113.75
18/08/14,1118.75,1111.88,1122.25,1106.5
15/08/14,1114.13,1101.13,1121,1098.75
14/08/14,1102.5,1096.88,1113.75,1090.63
13/08/14,1098.38,1079.38,1098.63,1071.88
12/08/14,1079.5,1094,1102.63,1078.5
11/08/14,1094.75,1109.38,1114.25,1079.5
08/08/14,1108,1110.5,1128.63,1105.88
07/08/14,1113.88,1097.75,1114.13,1097.38
06/08/14,1098.88,1096.5,1101.13,1091.63
05/08/14,1096.63,1081.5,1097.25,1077.75
04/08/14,1080.63,1090,1090,1074.75
03/08/14,1095.13,1070.63,1095.88,1069
01/08/14,1074.38,1074.38,1074.38,1074.38
31/07/14,1074.38,1094.5,1098.25,1070
30/07/14,1098.13,1101.38,1105.88,1094.25
29/07/14,1102.63,1120.5,1123.63,1100.13
28/07/14,1122.38,1138.5,1143.5,1118.25
25/07/14,1135.88,1121.75,1138.5,1120.13
24/07/14,1211.63,1206.25,1214.25,1197.88
23/07/14,1208.13,1199.63,1232.63,1199.38
22/07/14,1200.75,1183.38,1204.5,1181.63
21/07/14,1184,1175.38,1196.38,1172.75
18/07/14,1177.25,1173.75,1185.13,1166.25
17/07/14,1177.75,1175.63,1184.63,1171.5
16/07/14,1173.13,1189.25,1199.88,1172.38
15/07/14,1187.5,1180.5,1202.88,1180.5
14/07/14,1181.38,1193.5,1193.63,1153.5
11/07/14,1196.25,1192,1211.38,1189.75
10/07/14,1196.38,1232.25,1238.13,1159.88
09/07/14,1232.5,1245.63,1260.63,1232.38
08/07/14,1245.88,1247.5,1252.88,1231.38
07/07/14,1248.75,1272,1274.63,1244.13
06/07/14,1274.38,1297,1297.75,1270.13
03/07/14,1298.38,1298.38,1298.38,1298.38
02/07/14,1298.38,1316.38,1321.5,1297.38
01/07/14,1314.5,1329.13,1334.75,1311.63
30/06/14,1327.5,1327.5,1334.75,1304.88
27/06/14,1327.5,1377.75,1389.5,1315.38
26/06/14,1376.5,1379.25,1391.88,1374.88
25/06/14,1381.75,1361.38,1382.63,1360.13
24/06/14,1361.5,1358.38,1367.25,1357.25
23/06/14,1358.5,1362.88,1364.88,1351
20/06/14,1365.13,1365.75,1377.88,1349.63
19/06/14,1418.38,1420.63,1422.63,1402.38
18/06/14,1420.5,1408.75,1421.88,1406.13
17/06/14,1409.25,1398.75,1418.88,1393.38
16/06/14,1398.38,1421.25,1425.13,1395.88
13/06/14,1422.13,1427,1435.5,1417.63
12/06/14,1425.88,1415,1428.63,1411.38
11/06/14,1417.25,1443.88,1452.63,1410.13
10/06/14,1445.38,1461.88,1466.38,1445.13
09/06/14,1461.75,1457.13,1475,1454.75
06/06/14,1456.25,1458.75,1469.63,1452.13
05/06/14,1457.63,1460.75,1466.38,1456.13
04/06/14,1461,1482.5,1487.13,1460.13
03/06/14,1482.5,1481,1495.88,1475.88
02/06/14,1481.25,1498,1501.88,1475.13
30/05/14,1498.13,1487.13,1511.63,1478.5
29/05/14,1491.13,1500.75,1506.38,1491.13
28/05/14,1498.75,1498.38,1508.63,1493.38
27/05/14,1497.25,1488.5,1501.88,1483
23/05/14,1489.38,1510.75,1515.38,1486.63
22/05/14,1516.13,1518.88,1528.88,1512.38
21/05/14,1517.38,1504.88,1536.63,1503.13
20/05/14,1506.38,1469.13,1506.38,1467.63
19/05/14,1469,1483.75,1500.88,1468.88
16/05/14,1483.13,1463.75,1492.63,1456.38
15/05/14,1465,1469,1478.25,1461.63
14/05/14,1468.38,1485.25,1493.63,1462.63
13/05/14,1485.88,1483.25,1489.38,1467.13
12/05/14,1484.38,1463.63,1484.88,1460.88
11/05/14,1464.63,1486.75,1494.5,1462.63
09/05/14,1486.38,1486.38,1486.38,1486.38
08/05/14,1486.38,1467.25,1491.25,1453.75
07/05/14,1469,1447,1470,1446.38
06/05/14,1445.63,1456.75,1457.38,1442.13
05/05/14,1459.25,1464.13,1464.38,1443.63
02/05/14,1463.63,1475.5,1482.25,1461.13
01/05/14,1471.13,1462.5,1471.75,1451.13
30/04/14,1460.88,1510.63,1511.88,1460.13
29/04/14,1511.38,1517.5,1517.75,1502.38
28/04/14,1516.13,1499.5,1520.38,1494.25
25/04/14,1498.63,1496.5,1512.88,1490.88
24/04/14,1499.13,1472.5,1499.75,1472.25
23/04/14,1472.63,1467.75,1473.88,1464.13
22/04/14,1468.5,1480.38,1487.13,1466.75
21/04/14,1480.75,1501.13,1508.63,1477.13
17/04/14,1499.88,1515,1524.88,1486
16/04/14,1516,1518,1531.63,1504.13
15/04/14,1519.25,1500.5,1522.38,1500.25
14/04/14,1501,1476.13,1509.13,1473.63
11/04/14,1476,1461.5,1477.88,1461.5
10/04/14,1463.75,1481.88,1482,1461
09/04/14,1481.13,1494,1495,1476.38
08/04/14,1495,1481.88,1511.63,1481.63
07/04/14,1483.13,1464.13,1483.38,1462.13
04/04/14,1463,1472.38,1479.38,1459.88
03/04/14,1472.25,1474.13,1486.63,1463.13
02/04/14,1473.75,1462,1480.5,1458.63
01/04/14,1462.13,1483.38,1495.88,1456.13
31/03/14,1482.88,1463.25,1491.38,1461.38
28/03/14,1462.38,1433.63,1466.13,1424
27/03/14,1435.88,1435.63,1443.13,1428.88
26/03/14,1437.13,1439.38,1450.25,1430.63
25/03/14,1441.13,1426,1441.63,1420.88
24/03/14,1426.5,1425.13,1435.88,1416.13
21/03/14,1425.75,1403.25,1432.38,1394
20/03/14,1409.63,1433.5,1435.88,1405.38
19/03/14,1434,1430.13,1456.13,1422.63
18/03/14,1431.13,1418.88,1441.5,1418.13
17/03/14,1418.63,1389.13,1419.25,1384.38
14/03/14,1391.63,1389.25,1395.63,1375.75
13/03/14,1389.75,1392.88,1400.75,1379.63
12/03/14,1393.38,1388.38,1412.25,1380.88
11/03/14,1387.75,1405.75,1406.88,1365.75
10/03/14,1412.13,1417.38,1428.63,1410.88
07/03/14,1418.5,1454.5,1456.13,1414.88
06/03/14,1459.75,1436.38,1459.75,1435.75
05/03/14,1437.25,1422.13,1439.88,1416.63
04/03/14,1421.38,1423.88,1426.38,1409.63
03/03/14,1422.63,1407.13,1425.63,1404.63
28/02/14,1409.38,1417.13,1437.25,1402.13
27/02/14,1414.13,1389.38,1414.88,1377.38
26/02/14,1388.38,1395.25,1443.75,1388.38
25/02/14,1397.38,1385.38,1397.38,1381.38
24/02/14,1386.25,1373,1388.13,1366.13
21/02/14,1374,1360,1377.88,1358.63
20/02/14,1371.63,1358.38,1371.75,1351.5
19/02/14,1359,1353.38,1361.13,1343.88
18/02/14,1354.88,1360.75,1371.38,1351.38
14/02/14,1361.38,1337.88,1361.63,1335.63
13/02/14,1338.25,1342.63,1355.88,1337.13
12/02/14,1342.25,1323.25,1347.13,1322.88
11/02/14,1322.63,1335.13,1339.88,1322.13
10/02/14,1336.5,1323.63,1337.13,1312.63
07/02/14,1325.38,1327.13,1339.88,1318.75
06/02/14,1331.13,1323.63,1332.13,1320.13
05/02/14,1326,1315.63,1334.63,1314.88
04/02/14,1315.88,1311.88,1320.88,1305.38
03/02/14,1312.25,1292.88,1315.88,1291.13
31/01/14,1291.88,1281.88,1299.63,1278.38
30/01/14,1283.88,1275.38,1283.88,1271.63
29/01/14,1275.63,1269.38,1286.38,1260.13
28/01/14,1268.63,1284.75,1285.88,1266.13
27/01/14,1285,1287,1289.88,1277.63
24/01/14,1288.5,1286.13,1292.5,1279.38
23/01/14,1286,1275.88,1286.88,1263.63
22/01/14,1275.38,1279.63,1296.38,1275.38
21/01/14,1280.25,1279.88,1285.88,1272.13
17/01/14,1280.5,1312.88,1313.88,1280.13
16/01/14,1316.63,1313.38,1318.38,1305.63
15/01/14,1315.38,1316.88,1329.88,1311.13
14/01/14,1317.88,1305.75,1320.88,1303.38
13/01/14,1306.25,1292.75,1316.63,1288.88
10/01/14,1294.75,1278,1296.25,1266.63
09/01/14,1277.5,1273.63,1296.63,1271.63
08/01/14,1274,1268.38,1277.88,1267.38
07/01/14,1269.63,1274.88,1275.88,1267.25
06/01/14,1274.5,1277.88,1282.88,1266.13
03/01/14,1278.13,1273.75,1282,1269.63
02/01/14,1271.75,1270.25,1278.38,1265.13
01/01/14,1270.75,1291.63,1291.63,1262.63
31/12/13,1289.38,1289.38,1289.38,1289.38
30/12/13,1289.38,1307.63,1310.88,1289.38
27/12/13,1308.88,1306.88,1315.88,1299.88
26/12/13,1331.75,1318.75,1332.38,1318.75
24/12/13,1319.75,1333.5,1333.5,1316.63
23/12/13,1333.5,1328.75,1337.88,1325.38
20/12/13,1328.38,1344.38,1346.5,1327.13
19/12/13,1338.25,1325.75,1344.88,1321.88
18/12/13,1327.5,1325.5,1329.5,1315.88
17/12/13,1324.63,1344.13,1350.88,1323.38
16/12/13,1344.63,1336.13,1349.88,1328.63
13/12/13,1336.63,1327.88,1343.38,1319.13
12/12/13,1327.13,1323.5,1327.88,1312.38
11/12/13,1325.63,1343.38,1346.88,1318.63
10/12/13,1343.88,1339.13,1345.25,1334.63
09/12/13,1338.75,1342.75,1353.38,1331.13
06/12/13,1343.5,1324.63,1346.38,1324.63
05/12/13,1325.63,1327.5,1327.75,1316.63
04/12/13,1328.38,1328.13,1332.75,1316.25
03/12/13,1328.38,1320.25,1334.38,1311.75
02/12/13,1319.25,1320.75,1328.88,1311.5
29/11/13,1321.13,1335.88,1345.88,1319.63
27/11/13,1337,1328.38,1339.38,1327.38
26/11/13,1319.25,1327.5,1340.88,1318.38
25/11/13,1328.88,1327.88,1330.38,1316.88
24/11/13,1328.13,1318.63,1334.38,1309.38
22/11/13,1319.38,1319.38,1319.38,1319.38
21/11/13,1319.38,1290.88,1321.38,1290.63
20/11/13,1292.38,1275.75,1292.38,1275.63
19/11/13,1275.13,1279.13,1283.38,1270.38
18/11/13,1279.13,1285.88,1293,1268.38
15/11/13,1287.75,1280.13,1289.88,1276.75
14/11/13,1279.63,1312.75,1315.63,1278.63
13/11/13,1313.63,1314,1320.5,1305.13
12/11/13,1314.5,1313.25,1317.63,1307.63
11/11/13,1313.63,1299.5,1319.63,1295.63
08/11/13,1299.88,1294.63,1304.63,1288.38
07/11/13,1295.25,1264.75,1297.38,1262
06/11/13,1267.13,1254.25,1274.63,1251.38
05/11/13,1256.63,1249.63,1260.88,1249.38
04/11/13,1250.75,1256.25,1261.88,1247.13
01/11/13,1255.75,1251.88,1262.88,1250.38
31/10/13,1252.38,1265.88,1271.25,1250.38
30/10/13,1265.63,1274.63,1287.38,1265.38
29/10/13,1275.63,1270.75,1280.13,1270.75
28/10/13,1271.25,1266.5,1274.38,1264.63
25/10/13,1267.38,1292.88,1294.25,1267.13
24/10/13,1299.88,1308.75,1312.88,1299.63
23/10/13,1309.63,1309.38,1317.88,1306.13
22/10/13,1308.63,1299.25,1318.63,1296.88
21/10/13,1300.5,1301.13,1305.38,1292.13
18/10/13,1302.13,1289.13,1303.88,1288.63
17/10/13,1290.63,1291.5,1301.38,1287.63
16/10/13,1291.63,1276.38,1295.5,1274.88
15/10/13,1277.75,1266.88,1279.38,1266.13
14/10/13,1266.75,1271.13,1276.63,1264.63
11/10/13,1271.63,1262.88,1279.88,1261.88
10/10/13,1267.88,1285.38,1287.88,1266.38
09/10/13,1287.38,1286.88,1301.88,1285.63
08/10/13,1286.75,1287.13,1292.88,1281.63
07/10/13,1288.88,1296.75,1305.63,1283.88
04/10/13,1295.5,1293.88,1304.75,1288.63
03/10/13,1296.13,1286.38,1297.88,1280.13
02/10/13,1286.25,1273.63,1289.5,1271.38
01/10/13,1274.5,1268.38,1281.63,1263.88
30/09/13,1268.63,1278.38,1278.63,1263.63
27/09/13,1281.38,1310.88,1316.88,1281.38
26/09/13,1320.25,1316.13,1327.5,1311.75
25/09/13,1317.38,1320.63,1322.5,1311.38
24/09/13,1321.88,1311.88,1327.63,1306.63
23/09/13,1312.25,1306.25,1322.63,1305.5
20/09/13,1308.13,1308.5,1317.38,1305.63
19/09/13,1316.13,1339.75,1340,1311.88
18/09/13,1340,1353.38,1361.13,1331.75
17/09/13,1347.88,1341.63,1349.63,1335.13
16/09/13,1341.75,1349.25,1366.38,1332.13
13/09/13,1348.38,1372.63,1375.13,1343.38
12/09/13,1381.88,1397.5,1399.88,1380.88
11/09/13,1397.38,1358.88,1398.13,1341.63
10/09/13,1358.38,1357,1361.38,1348.88
09/09/13,1356.38,1347.38,1363.13,1340.63
06/09/13,1355.25,1380.75,1383.88,1351.38
05/09/13,1369.63,1368.63,1377.13,1358.88
04/09/13,1367.75,1355.38,1367.75,1335.13
03/09/13,1352.5,1386.25,1387,1341.88
30/08/13,1385.88,1393.88,1408.38,1379
29/08/13,1356.38,1369.38,1369.38,1346.13
28/08/13,1369.13,1376,1382.38,1361.5
27/08/13,1374.38,1373.38,1387.75,1362.38
26/08/13,1373.13,1386.88,1409.38,1368.63
23/08/13,1389.63,1349,1398.13,1348.63
22/08/13,1362.88,1326.63,1368.75,1326.63
21/08/13,1323.75,1327.63,1341.88,1316.63
20/08/13,1330.63,1308.25,1335.63,1304.38
19/08/13,1309.25,1321.63,1326.63,1304.13
16/08/13,1322.13,1297.25,1323,1297.25
15/08/13,1283.25,1287.88,1295.38,1282.88
14/08/13,1289,1272.63,1293.75,1271
13/08/13,1268.63,1256.38,1270.88,1243.38
12/08/13,1257.88,1254.25,1268.88,1252.5
09/08/13,1256.5,1222.88,1258.5,1216.75
08/08/13,1219.63,1227.88,1240.88,1216.13
07/08/13,1228.25,1199.13,1232.88,1198.88
06/08/13,1199.25,1192.88,1208.63,1192.63
05/08/13,1194.13,1207.5,1209.88,1192.63
02/08/13,1208.63,1211.13,1214.38,1186.88
01/08/13,1211.88,1234.88,1247.75,1208.13
31/07/13,1235.25,1247.63,1252.25,1230.5
30/07/13,1247.25,1247.63,1253.63,1237.5
29/07/13,1247.88,1271.88,1279.88,1247.88
26/07/13,1272.25,1271.38,1276.13,1257.13
25/07/13,1350,1351.75,1360.25,1330.88
24/07/13,1353.63,1385.63,1396.25,1348.75
23/07/13,1392.38,1459.63,1466.5,1392.25
22/07/13,1461.63,1514.38,1526.13,1460.88
19/07/13,1520.63,1493.5,1525.25,1487
18/07/13,1489.88,1470.13,1492.63,1470.13
17/07/13,1472,1475,1477.38,1458.75
16/07/13,1478.88,1475.38,1481.25,1464.88
15/07/13,1474.88,1456.75,1487.38,1453.38
12/07/13,1453,1422.63,1457.88,1419.75
11/07/13,1428.13,1473.88,1477.75,1427.75
10/07/13,1474.13,1463.75,1476,1460.63
09/07/13,1465.88,1466.75,1478.88,1462.38
08/07/13,1467,1456.25,1479.13,1452.5
05/07/13,1455.88,1430.25,1459.13,1426.75
04/07/13,1432.13,1441.13,1443.13,1431.88
03/07/13,1441.63,1441.63,1441.63,1441.63
02/07/13,1441.63,1434,1449.88,1433.38
01/07/13,1434.5,1434.75,1444.88,1430.38
28/06/13,1435.25,1427.13,1453.63,1420.63
27/06/13,1429.38,1429.63,1446.25,1413
26/06/13,1431.63,1424.13,1436.88,1421.5
25/06/13,1426.25,1427.75,1432.25,1420.38
24/06/13,1428.88,1422,1433.13,1417.13
21/06/13,1422,1404.5,1422.25,1401.5
20/06/13,1491.5,1497.38,1505.5,1489
19/06/13,1499.5,1520.88,1521.88,1496
18/06/13,1519.38,1512.75,1526.88,1505.38
17/06/13,1512.63,1511.88,1529.88,1510.13
14/06/13,1512.5,1508.75,1519.13,1493.38
13/06/13,1516.63,1508.25,1521.88,1506.13
12/06/13,1509.5,1540.38,1543.5,1506.63
11/06/13,1539.88,1540.25,1558.5,1531.63
10/06/13,1542.13,1515.63,1542.13,1515.13
07/06/13,1514.13,1522.88,1525.88,1502.63
06/06/13,1525.75,1528.75,1541.75,1521.63
05/06/13,1529.13,1532.88,1534.25,1519.38
04/06/13,1531.63,1528.75,1548.63,1523.38
03/06/13,1529.75,1531.5,1532.88,1518.25
31/05/13,1532.75,1509.38,1540.63,1509.38
30/05/13,1510.13,1496.63,1522.25,1496.25
29/05/13,1495.13,1502.13,1507.63,1487.38
28/05/13,1502.5,1505.75,1518.88,1490.13
24/05/13,1508.38,1475.13,1527.38,1475.13
23/05/13,1475.25,1491.5,1505.63,1471.63
22/05/13,1493.75,1492.75,1546.38,1487.75
